,lyrics,album,year,title
15,"[Verse 1]
Big black train comin' down the track
Blow your whistle long and long
One minute you're here
Next minute you're gone

[Verse 2]
I lay my penny down on the rails
As the summer wind sings its last song
One minute you're here
Next minute you're gone

[Bridge]
Baby, baby, baby
I'm so alone
Baby, baby, baby
I'm coming home

[Verse 3]
Autumn carnival on the edge of town
We walk down the midway arm-in-arm
One minute you're here
Next minute you're gone

[Verse 4]
I thought I knew just who I was
And what I'd do, but I was wrong
One minutе you're here
Nеxt minute you're gone
[Bridge]
Red river running along the edge of town
On the muddy banks
I lay my body down
This body down

[Verse 5]
Footsteps cracklin' on a gravel road
Stars vanish in a sky as black as stone
One minute you're here
Next minute you're gone
One minute you're here
Next minute you're gone
One minute you're here",Letter To You,2020,One Minute You're Here
16,"[Verse 1]
'Neath a crowd of mongrel trees I pulled that bothersome thread
Got down on my knees, grabbed my pen and bowed my head
Tried to summon all that my heart finds true
And send it in my letter to you, whoa!

[Verse 2]
Things I found out through hard times and good
I wrote ’em all out in ink and blood
Dug deep in my soul and signed my name true
And sent it in my letter to you

[Chorus]
In my letter to you
I took all my fears and doubts
In my letter to you
All the hard things I found out
In my letter to you
All that I found true
And I sent it in my letter to you

[Instrumental Bridge]

[Verse 3]
I took all the sunshine and rain
All my happiness and all my pain
The dark evеning stars and the morning sky of blue
And I sent it in my lеtter to you
And I sent it in my letter to you
[Chorus]
In my letter to you
I took all my fears and doubts
In my letter to you
All the hard things I found out
In my letter to you
All that I found true
And I sent it in my letter to you
I sent it in my letter to you",Letter To You,2020,Letter To You
17,"[Verse 1]
Zero’s my number
Time is my hunter
I wanted you to heal me
But instead you set me on fire

[Verse 2]
We were out over the borders
I washed you in holy water
We whispered our black prayers
And rose up in flames

[Chorus]
Take me on your burnin’ train
Take me on your burnin’ train

[Verse 3]
White sun burnin'
Black wings beatin'
I ran my fingers 'cross the hollow of your stomach
As you lay breathing

[Pre-Chorus]
With our shared faith rising dark and decayed
Take me and shake me from this mortal cage
[Chorus]
Takе me on your burnin' train
Take me on your burnin' train

[Post-Chorus]
Somеthing’s shining in the light 'neath your breast
The thick smell of you on my chest

[Verse 4]
On your bed of thorns
I brought you shining gifts
Wiped the sweat from your brow
And I touched your lips

[Verse 5]
Sheets stained with sweat
Outside the endless rain
Darlin', I'm blessed in your blood
And marked by Cain

[Chorus]
Take me on your burnin' train
Take me on your burnin' train

[Outro]
Take me on your burnin' train",Letter To You,2020,Burnin' Train
18,"[Verse 1]
Well, Janey's got a doctor who tears apart her insides
He investigates her and silently baits her sighs
He probes with his fingers
But knows her heart only through his stethoscope
His hands are cold and his body's so old
Janey turns him down like dope

[Chorus]
Janey needs a shooter now, a shooter like me on her side
Janey needs a shooter now
A shooter man who knows her style
The way that I know her style

[Verse 2]
Well Janey's got a priest, from his marble pulpit he smiles
He provides consolation and he hears her confession at any time
In the pages of his Bible, he holds from what Janey hides
And with her doors open wide, she begs, ""Come inside""
But he's been frozen so long on the outside

[Chorus]
Janey needs a shooter now, a shooter like me on her side
Janey needs a shooter now
A shooter man who knows her style
The way that I know her style

[Verse 3]
Well, Janey's got a cop who lives around the block and checks on her every night
And her skin would turn pale as the siren he'd wail outside
When he knew I was inside
Janey's small and sometimes he scared her
So I held her real close, she was more saint than a ghost
And told her I so long had been prepared for her

[Outro]
Janey needs a shooter now, a shooter like me on her side
Janey needs a shooter now
A shooter man who knows her style
Janey needs a shooter now
A shooter like me on her side, Janey needs a shooter now
A shooter man who knows her style
The way that I know her style
A man who knows her style
The way that I know her style
A man who knows her style
The way that I know her style
A man who knows her style
The way that I know her style
A man who knows her style
The way that I know her style
A man who knows her style
The way that I know her style
A man who knows her style
The way that I know her style",Letter To You,2020,Janey Needs A Shooter
19,"[Verse 1]
Faded pictures in an old scrapbook
Faded pictures that somebody took
When you were hard and young and proud
Backed against the wall, running raw and loud

[Verse 2]
Snakeskin vest and a sharkskin suit
Cuban heels on your boots
You kick in the band and side-by-side
You take the crowd on their mystery ride

[Verse 3]
Knights of Columbus and the Fireman's Ball
Friday night at the Union Hall
Black-leather clubs all along Route 9
You count the names of the missing as you count off time

[Chorus]
Rock of ages lift me somehow
Somewhere high and hard and loud
Somewhere deep into the heart of the crowd
I'm the last man standing now
I'm the last man standing now

[Saxophone Solo]
[Chorus]
Out of school and out of work
Thrift-store jeans and flannel shirts
The lights go down and you face the crowd
The last man standing now

[Verse 4]
Lights come up at the Legion Hall
Pool cues go back up on the wall
Pack your guitar and have one last beer
With just the ringing in your ears

[Chorus]
Rock of ages lift me somehow
Somewhere high and hard and loud
Somewhere deep into the heart of the crowd
I'm the last man standing now
I'm the last man standing now
I'm the last man standing now",Letter To You,2020,Last Man Standing
20,"[Verse 1]
In the afternoon 'neath the summer Sun
We'd lie by the lake till the evening comes
I run my fingers through your sun-streaked hair
Baby, that's the power of prayer

[Verse 2]
Summer nights, summer's in the air
I stack the tables with the chairs
It's closing time, then you're standing there
Baby, that's the power of prayer

[Chorus]
It's a fixed game without any rules
An empty table on a ship of fools
I'm holding hearts, I'll play the pair
Darling, it's just the power of prayer

[Instrumental Break]

[Chorus]
It's a fixed game without any rules
An empty table on a ship of fools
I'm holding hearts, I'll play the pair
I'm goin' all in 'cause I don't care

[Verse 3]
They say that love, love comes and goes
But darling, what what do they know?
I'm reaching for heaven, we'll make it there
Darling, it's just the power of prayer
Baby, it's just the power of prayer
Darling, it's just the power of prayer

[Verse 4]
Last call, the bouncer shuts the door
""This Magic Moment"" drifts across the floor
As Ben E. King's voice fills the air
Baby, that's the power of prayer",Letter To You,2020,The Power Of Prayer
21,"[Verse 1]
The blood moon shines across the vale
Bells ring out through churches and jails
I tally my wounds and count the scars
Here in the house of a thousand guitars

[Verse 2]
The criminal clown has stolen the throne
He steals what he can never own
May the truth ring out from every small-town bar
We'll light up the house of a thousand guitars

[Chorus]
Well, it's alright, yeah, it's alright
Meet me, darlin', come Saturday night
All good souls from near and far
Will meet in the house of a thousand guitars

[Verse 3]
Here the bitter and the bored
Wake in search of the lost chord
That'll band us together for as long as there's stars
Here in the house of a thousand guitars

[Chorus]
Well, it's alright, yeah, it's alright
Meet me, darlin', come Saturday night
All good souls from near and far
Will meet in the house of a thousand guitars

[Verse 4]
So wake and shake off your troubles, my friend
We'll go where the music never ends
From the stadiums to the small-town bars
We'll light up the house of a thousand guitars

[Verse 5]
House of a thousand guitars, house of a thousand guitars
Brother and sister, wherever you are
We'll rise together till we find the spark
That'll light up the house of a thousand guitars

[Chorus]
Well, it's alright, yeah, it's alright
Meet me, darlin', come Saturday night
All good souls from near and far
Will meet in the house of a thousand guitars

[Outro]
A thousand guitars, a thousand guitars
A thousand guitars, a thousand guitars
A thousand guitars, a thousand guitars
A thousand guitars, a thousand guitars",Letter To You,2020,House Of A Thousand Guitars
22,"[Verse 1]
Parched crops dying 'neath a dead sun
We've been praying but no good comes
The dog's howling, home's stripped bare
We've been worried but now we're scared

[Verse 2]
People come for comfort or just to come
Taste the dark sticky potion or hear the drums
Hands raised to Yahweh to bring the rain down
He comes crawlin' 'cross the dry fields like a dark shroud

[Chorus]
Rainmaker, a little faith for hire
Rainmaker, the house is on fire
Rainmaker, take evеrything you have
Sometimes folks need to bеlieve in something so bad, so bad, so bad
They'll hire a rainmaker

[Verse 3]
Rainmaker says white's black and black's white
Says night's day and day's night
Says close your eyes and go to sleep now
I'm in a burnin' field unloadin' buckshot into low clouds

[Chorus]
Rainmaker, a little faith for hire
Rainmaker, the house is on fire
Rainmaker, take everything you have
Sometimes folks need to believe in something so bad, so bad, so bad
They'll hire a rainmaker
[Bridge]
Slow moving wagon drawing through a dry town
Painted rainbow, crescent moon, and dark clouds
Brother patriot, come forth and lay it down
Your blood brother for king and crown
For your rainmaker

[Verse 4]
They come for the smile, the firm handshake
They come for the raw chance of a fair shake
Some come to make damn sure, my friend
This mean season's got nothin' to do with them

[Verse 5]
They come 'cause they can't stand the pain
Of another long hot day of no rain
'Cause they don't care or understand
What it really takes for the sky to open up the land

[Chorus]
Rainmaker, a little faith for hire
Rainmaker, the house is on fire
Rainmaker, take everything you have
Sometimes folks need to believe in something so bad, so bad, so bad
They'll hire a rainmaker
Rainmaker
Rainmaker
Rainmaker",Letter To You,2020,Rainmaker
23,"[Verse 1]
There's a light on yonder mountain
And it's calling me to shine
There's a girl over by the water fountain
And she's asking to be mine
And Jesus is standing in the doorway
In a buckskin jacket, boots and spurs so fine
He says, ""We need you son tonight up in Dodge City
'Cause there's just too many outlaws trying to work the same line""

[Chorus]
Now if Jesus was a sheriff and I were a priest
If my lady was an heiress and my Mama was a thief
If Papa rode shotgun on the Fargo line
There's still too many bad boys trying to work the same line

[Verse 2]
Well sweet Virgin Mary runs the Holy Grail saloon
Well for a nickel she'll give you whiskey and a personally blessed balloon
And the Holy Ghost is the host with the most, he runs the burlesque show
Where they'll let you in for free and they hit you when you go
Mary serving Mass on Sunday and she sells her body on Monday
To the bootlegger who paid the highest price
He don't know he got stuck with a loser, she's a stone junkie what's more she's a user
She's only been made once or twice by some kind of magic
[Chorus]
If Jesus was a sheriff and I were a priest
If my lady was an heiress and my Mama was a thief
And Papa rode shotgun on the Fargo line
There's still too many outlaws trying to work the same line

[Verse 3]
Well things ain't been the same in heaven since Big Bad Bobby came to town
He's been known to down eleven, then ask for another round
Me I've got scabs on my knees from kneeling way too long
It's about time I played the man, took a stand where I belong
And I forget about the old friends and the old times
There's just too many new boys trying to work the same line

[Chorus]
Well if Jesus was a sheriff and I were a priest
If my lady was an heiress and my Mama was a thief
And Papa rode shotgun on the Fargo line
There's just too many outlaws trying to work the same line

[Verse 4]
Well there's a light on yonder mountain
And it's calling me to shine
There's a girl over by the water fountain
She's asking to be mine
Jesus is standing in the doorway
Six gun drawn and ready to fan
Said, ""We need you tonight son up in Dodge City""
Told him I was already overdue for Cheyenne
[Chorus]
If Jesus was the sheriff and I were a priest
If my lady was an heiress and my Mama was a thief
And Papa rode shotgun on the Fargo line
There's still too many bad boys trying to work the same line

If Jesus was the sheriff and I were a priest
If my lady was an heiress and my Mama was a thief
And Papa rode shotgun on the Fargo line
There's still too many bad boys trying to work the same line

[Outro]
If Jesus was the sheriff and I was a priest",Letter To You,2020,If I Was The Priest
24,"[Verse 1]
I hear the sound of your guitar
Comin' in from the mystic far
Stone and the gravel in your voice
Come in my dreams and I rejoice

[Pre-Chorus]
It's your ghost moving through the night
Spirit filled with light
I need, need you by my side
Your love and I'm

[Chorus]
Alive, I can feel the blood shiver in my bones
I'm alive and I'm out here on my own
I'm alive and I'm coming home

[Verse 2]
Old buckskin jacket you always wore
Hangs on the back of my bedroom door
Boots and the spurs you used to ride
Click down the hall but never arrive

[Pre-Chorus]
It's just your ghost moving through the night
Spirit filled with light
I need, need you by my side
Your love and I'm
[Chorus]
Alive, I can feel the blood shiver in my bones
I'm alive and I'm out here on my own
I'm alive and I'm coming home

[Verse 3]
Old Fender Twin from Johnny's Music downtown
Still set on 10 to burn this house down
Count the band in then kick into overdrive
By the end of the set we leave no one alive

[Pre-Chorus]
Ghosts runnin' through the night
Our spirits filled with light
I need, need you by my side
Your love and I'm alive

[Verse 4]
I shoulder your Les Paul and finger the fretboard
I make my vows to those who've come before
I turn up the volume, let the spirits be my guide
Meet you brother and sister on the other side

[Chorus]
I'm alive, I can feel the blood shiver in my bones
I'm alive and I'm out here on my own
I'm alive and I'm coming home
Yeah, I'm coming home
[Outro]
One, two, one, two, three, four",Letter To You,2020,Ghosts
25,"[Verse 1]
Well, the multitude assembled and tried to make the noise
Them black blind poet generals and restless loud white boys
But time's grew thin and the axis grew somehow incomplete
Where instead of child lions we had aging junkie sheep

[Verse 2]
Well, how many wasted have I seen signed ""Hollywood or bust""
And left to ride the ever ghostly Arizona gusts?
Cheerleader tramps and kids with big amps sounding in the void
High society vamps, ex-heavyweight champs mistaking soot for soil

[Chorus]
So break me now big Mama as Old Faithful breaks the day
Believe me my good Linda, the aurora will shine the way
The confederacy's in my name now, the hounds are held at bay
The axis needs a stronger arm, do you feel your muscles play?

[Verse 3]
Well, the doorstep blanket weaver, Madonna pushes bells
From house to house I see her giving last kisses and wishing well
To every gypsy mystic hero that the kids might find a place
Who get lost forever to mom and pop on their weekends out in space

[Verse 4]
Well, sons they search for fathers, but the fathers are all gone
The lost souls search for saviors, but saviors don't last long
Those aimless questless renegade brats who live their lives in song
They run the length of a candle, with a goodnight whisper and they're gone
[Chorus]
So break me now big Mama as Old Faithful breaks the day
Believe me my good Linda, the aurora will shine the way
The confederacy's in my name now, the hounds are held at bay
The axis needs a stronger arm, do you feel your muscles play? (Yeah!)

[Verse 5]
Well, the missions are filled with hermits, they're looking for a friend
The terraces are filled with cat-men just looking for a way in
Those orphans jumped on silver mountains lost in celestial alleyways
They wait for that old tramp Dog Man Moses, he takes in all the strays

[Verse 6]
Now, don't you grow on empty legends or lonely cradle songs?
Billy the Kid was just a bowery boy who made a living twirling his guns
The night she's long and lanky and she speaks in a mother tongue
She lullabies the refugees with amplifier's hum

[Chorus]
So break me now, big Mama, as Old Faithful breaks the day
Believe me, my good Linda, the aurora will shine the way
The confederacy's in my name now, the hounds are held at bay
The axis needs a stronger arm, do you feel your muscles play?

[Outro]
The confederacy's in my name now, the hounds are held at bay
The axis needs a stronger arm, do you feel your muscles play?",Letter To You,2020,Song For Orphans
26,"[Verse 1]
The road is long and seeming without end
The days go on, I remember you my friend
And though you're gone and my heart's been emptied it seems
I'll see you in my dreams

[Verse 2]
I got the old guitar here by the bed
All your favorite records and all the books that you read
And though my soul feels like it's been split at the seams
I'll see you in my dreams

[Chorus]
I'll see you in my dreams when all our summers have come to an end
I'll see you in my dreams, we'll meet and live and laugh again
I'll see you in my dreams, yeah around the river bend
For death is not the еnd and I'll see you in my dreams

[Instrumental Break]

[Chorus]
I'll see you in my dreams when all our summеrs have come to an end
I'll see you in my dreams, we'll meet and live and laugh again
I'll see you in my dreams, yeah around the river bend
For death is not the end and I'll see you in my dreams
[Post-Chorus]
See you in my dreams
See you in my dreams
Go!

[Outro]
And I'll see you in my dreams",Letter To You,2020,I'll See You In My Dreams
27,"Thumb stuck out as I go
I'm just travelin' up the road
Maps don't do much for me, friend
I follow the weather and the wind

I'm hitch hikin' all day long
Got what I can carry and my song
I'm a rolling stone just rolling on
Catch me now 'cause tomorrow, I'll be gone

Family man gives me a ride
Got his pregnant Sally at his side
Yes indeed, sir, children are a gift
Thank you kindly for the lift

I'm hitch hikin' all day long

Trucker gears his engine down
Says, ""Climb on up, son, I'm highway-bound""
Dashboard picture of a pretty girl
I'm ridin' high on top of the world

I'm hitch hikin' all day long

Gearhead in a souped-up '72
Wants to show a kid just what this thing'll do
Telephone poles and trees go whizzin' by
Thank you, pal, she sure can fly
I'm hitch hikin' all day long
I'm hitch hikin' all day long
I'm hitch hikin' all day long",Western Stars,2019,Hitch Hikin'
28,"[Verse 1]
It's the same sad story, love and glory goin' 'round and 'round
It's the same old cliché, a wanderer on his way, slippin' from town to town
Some find peace here on the sweet streets, the sweet streets of home
Where kindness falls and your heart calls for a permanent place of your own

[Chorus]
I'm a wayfarer, baby, I drift from town to town
When everyone's asleep and the midnight bells sound
My wheels are hissin' up the highway, spinning 'round and 'round

[Verse 2]
You start out slow in a sweet little bungalow, something two can call home
Then rain comes fallin', the blues come calling, and you're left with a heart of stone
Some folks are inspired sitting by the fire, slippers tucked under the bed
But when I go to sleep I can't count sheep for the white lines in my head

[Chorus]
I'm a wayfarer, baby, I roam from town to town
When everyone's asleep and the midnight bells sound
My wheels are hissin' up the highway, spinning 'round and 'round

[Bridge]
Where are you now, where are you now?
Where are you now?
[Chorus]
I'm a wayfarer, baby, I roam from town to town
When everyone's asleep and the midnight bells sound
My wheels are hissin' up the highway, spinning 'round and 'round

[Outro]
I'm a wayfarer, baby
I'm a wayfarer, baby
I'm a wayfarer, baby
I'm a wayfarer, baby
I'm a wayfarer, baby
I'm a wayfarer, baby
I'm a wayfarer, baby
I'm a wayfarer, baby",Western Stars,2019,The Wayfarer
29,"[Verse 1]
I got so down-and-out in 'Frisco
Tired of the pills and the rain
I picked up, headed for the sunshine
I left a good thing behind
Seemed all of our love was in vain
Now my baby's coming in on the Tucson train

[Verse 2]
I come here lookin' for a new life
One I wouldn't have to explain
To that voice that keeps me awake at night
When a little peace would make everything right
If I could just turn off my brain
But now my baby's coming in on the Tucson train

[Bridge]
We fought hard over nothin'
We fought till nothin' remained
I've carried that nothin' for a long time
Now I carry my operator's license
And spend my days just runnin' this crane
And my baby's coming in on the Tucson train

[Verse 3]
Hard work'll clear your mind and body
The hard sun will burn out the pain
If they're lookin' for me, tell 'em, buddy
I'm waitin' down at the station
Just prayin' to the five-fifteen
I'll wait all God's creation
Just to show her a man can change
Now my baby's coming in on the Tucson train
[Outro]
On the Tucson train
On the Tucson train
Waitin' on the five-fifteen
Here she comes",Western Stars,2019,Tucson Train
30,"[Verse 1]
I wake up in the morning, just glad my boots are on
Instead of empty in the whispering grasses
Down the Five at Forest Lawn
On the set, the makeup girl brings me two raw eggs and a shot of gin
Then I give it all up for that little blue pill
That promises to bring it all back to you again

[Chorus]
Ride me down easy, ride me down easy, friend
Tonight the western stars are shining bright again

[Verse 2]
Here in the canyons above Sunset, the desert don't give up the fight
A coyote with someone’s Chihuahua in its teeth skitters 'cross my veranda in the night
Some lost sheep from Oklahoma sips her Mojito down at the Whiskey Bar
Smiles and says she thinks she remembers me from that commercial with the credit card

[Chorus]
Hell, these days there ain't no more, now there’s just again
Tonight the western stars are shining bright again

[Verse 3]
Some days I take my El Camino, throw my saddle in and go
East to the desert where the charros, they still ride and rope
Our American brothers cross the wire and bring the old ways with them
Tonight the western stars are shining bright again

[Verse 4]
Once I was shot by John Wayne, yeah, it was towards the end
That one scene's bought me a thousand drinks, set me up and I'll tell it for you, friend
Here's to the cowboys, riders in the whirlwind
Tonight the western stars are shining bright again
And the western stars are shining bright again

[Chorus]
Tonight the riders on Sunset are smothered in the Santa Ana winds
And the western stars are shining bright again
C'mon and ride me down easy, ride me down easy, friend
'Cause tonight the western stars are shining bright again

[Outro]
I woke up this morning just glad my boots were on",Western Stars,2019,Western Stars
